  PERMNO        date            RET        vwretd        ewretd        sprtrn
   90319    20121108      -0.022230     -0.011558     -0.009589     -0.012205
   90319    20121109       0.016465      0.000938     -0.000526      0.001699
   90319    20121112       0.004329     -0.000220     -0.001908      0.000130
   90319    20121113      -0.010282     -0.004151     -0.005841     -0.003985
   90319    20121114      -0.009868     -0.014685     -0.015597     -0.013852
   90319    20121115      -0.008107     -0.002941     -0.006183     -0.001594
   90319    20121116      -0.000124      0.006190      0.005711      0.004840
   90319    20121119       0.032495      0.019175      0.016544      0.019862
   90319    20121120       0.002634      0.000991      0.000886      0.000663
   90319    20121121      -0.006120      0.003116      0.004899      0.002320
   90319    20121123       0.003154      0.012714      0.010102      0.013026
   90319    20121126      -0.010210     -0.001648      0.001177     -0.002030
   90319    20121127       0.014460     -0.004425     -0.000884     -0.005227
   90319    20121128       0.019323      0.007487      0.005110      0.007856
   90319    20121129       0.012023      0.005424      0.008573      0.004270
   90319    20121130       0.009366      0.000261      0.000934      0.000162
   90319    20121203      -0.004468     -0.004218     -0.002069     -0.004745
   90319    20121204      -0.006070     -0.001278     -0.001109     -0.001710
   90319    20121205      -0.004645      0.001759     -0.000019      0.001585
   90319    20121206       0.004812      0.002840      0.000757      0.003307
   90319    20121207      -0.010013      0.002525      0.001168      0.002921
   90319    20121210       0.001768      0.001533      0.002706      0.000338
   90319    20121211       0.016720      0.006150      0.007321      0.006549
   90319    20121212       0.000976      0.000254     -0.000299      0.000448
   90319    20121213       0.007369     -0.005870     -0.004080     -0.006321
   90319    20121214      -0.001049     -0.003101      0.000863     -0.004135
   90319    20121217       0.026806      0.010176      0.006517      0.011871
   90319    20121218       0.000402      0.011103      0.009526      0.011487
   90319    20121219      -0.001331     -0.004642      0.000914     -0.007589
   90319    20121220       0.003125      0.004884      0.004202      0.005488
   90319    20121221      -0.009317     -0.008487     -0.005630     -0.009379
   90319    20121224      -0.008566     -0.002205     -0.002533     -0.002440
   90319    20121226      -0.000888     -0.004958     -0.003251     -0.004787
   90319    20121227      -0.003640     -0.000675     -0.001767     -0.001218
   90319    20121228      -0.008891     -0.009273     -0.004132     -0.011050
   90319    20121231       0.010528      0.016421      0.014969      0.016942
   90319    20130102       0.022435      0.024984      0.024129      0.025403
   90319    20130103       0.000581     -0.001907      0.000471     -0.002086
   90319    20130104       0.019760      0.005624      0.007408      0.004865
   90319    20130107      -0.004363     -0.002554     -0.000448     -0.003123
   90319    20130108      -0.001973     -0.002216     -0.000524     -0.003242
   90319    20130109       0.006570      0.003400      0.005273      0.002656
   90319    20130110       0.004555      0.006801      0.003862      0.007597
   90319    20130111      -0.002009      0.000247      0.000797     -0.000048
   90319    20130114      -0.022622     -0.000348      0.000450     -0.000931
   90319    20130115       0.002323      0.001962      0.001921      0.001129
   90319    20130116      -0.013436     -0.000731     -0.001481      0.000197
   90319    20130117      -0.005411      0.005922      0.006769      0.005643
   90319    20130118      -0.009574      0.002936      0.002363      0.003403
   90319    20130122      -0.002328      0.005185      0.006150      0.004428
   90319    20130123       0.054960      0.000285     -0.000764      0.001507
   90319    20130124       0.016628      0.000646      0.001533      0.000007
   90319    20130125      -0.000212      0.005241      0.002828      0.005445
   90319    20130128      -0.003901     -0.001320      0.000423     -0.001850
   90319    20130129       0.003930      0.003618      0.002765      0.005106
   90319    20130130       0.000199     -0.003872     -0.004865     -0.003900
   90319    20130131       0.002467     -0.000787      0.002893     -0.002563
   90319    20130201       0.026347      0.009280      0.008245      0.010053
   90319    20130204      -0.021377     -0.011034     -0.009364     -0.011539
   90319    20130205       0.008853      0.009256      0.007102      0.010416
   90319    20130206       0.005785      0.001308      0.002338      0.000549
   90319    20130207       0.004908     -0.002113     -0.002393     -0.001805
   90319    20130208       0.014755      0.005389      0.003945      0.005658
   90319    20130211      -0.003756     -0.001002     -0.000183     -0.000606
   90319    20130212      -0.002198      0.002184      0.003532      0.001595
   90319    20130213       0.002767      0.001387      0.001443      0.000592
   90319    20130214       0.006336      0.000847      0.001613      0.000691
   90319    20130215       0.006435     -0.002002     -0.001715     -0.001045
   90319    20130219       0.017606      0.006938      0.006199      0.007337
   90319    20130220      -0.017835     -0.013310     -0.013073     -0.012404
   90319    20130221       0.003874     -0.007033     -0.007335     -0.006303
   90319    20130222       0.005254      0.008675      0.007518      0.008773
   90319    20130225      -0.011179     -0.017138     -0.014094     -0.018310
   90319    20130226      -0.000809      0.005658      0.003625      0.006109
   90319    20130227       0.012213      0.012262      0.007460      0.012726
   90319    20130228       0.001775     -0.000638     -0.000090     -0.000864
   90319    20130301       0.006228      0.001766      0.001691      0.002324
   90319    20130304       0.018996      0.003656      0.001139      0.004611
   90319    20130305       0.020815      0.009194      0.007270      0.009566
   90319    20130306      -0.008614      0.001660      0.002950      0.001085
   90319    20130307       0.001463      0.002326      0.004182      0.001816
   90319    20130308      -0.001292      0.004894      0.006155      0.004481
   90319    20130311       0.003969      0.002693      0.002128      0.003249
   90319    20130312      -0.008637     -0.001933     -0.001493     -0.002403
   90319    20130313      -0.002779      0.000791      0.000158      0.001314
   90319    20130314      -0.004568      0.005948      0.004858      0.005603
   90319    20130315      -0.008810     -0.001519     -0.001282     -0.001618
   90319    20130318      -0.007997     -0.005320     -0.002690     -0.005510
   90319    20130319       0.004370     -0.002900     -0.003544     -0.002423
   90319    20130320       0.004176      0.007238      0.006508      0.006697
   90319    20130321      -0.004232     -0.007556     -0.004430     -0.008282
   90319    20130322      -0.001171      0.005839      0.003328      0.007174
   90319    20130325      -0.000827     -0.003075     -0.001587     -0.003340
   90319    20130326       0.003434      0.007288      0.003350      0.007785
   90319    20130327      -0.012014     -0.000120      0.000679     -0.000588
   90319    20130328      -0.010555      0.004038      0.002917      0.004057
   90319    20130401       0.008817     -0.005373     -0.007797     -0.004474
   90319    20130402       0.014790      0.002712     -0.002178      0.005172
   90319    20130403      -0.008410     -0.011847     -0.011644     -0.010546
   90319    20130404      -0.013808      0.003815      0.003704      0.004048
   90319    20130405      -0.015118     -0.003517     -0.001037     -0.004295
   90319    20130408      -0.010472      0.006627      0.004411      0.006303
   90319    20130409       0.003614      0.003707      0.002604      0.003544
   90319    20130410       0.016113      0.011610      0.011377      0.012189
   90319    20130411       0.000266      0.003194      0.001170      0.003552
   90319    20130412      -0.000430     -0.003765     -0.003930     -0.002837
   90319    20130415      -0.010278     -0.025563     -0.027340     -0.022966
   90319    20130416       0.014630      0.014659      0.011702      0.014307
   90319    20130417      -0.013625     -0.014664     -0.013782     -0.014328
   90319    20130418      -0.021271     -0.005704     -0.002351     -0.006701
   90319    20130419       0.044334      0.009353      0.008028      0.008848
   90319    20130422       0.000305      0.004274      0.003041      0.004662
   90319    20130423       0.009731      0.010138      0.010404      0.010419
   90319    20130424       0.006875      0.002181      0.004624      0.000006
   90319    20130425      -0.005352      0.004945      0.006175      0.004035
   90319    20130426      -0.009492     -0.002469     -0.002953     -0.001842
   90319    20130429       0.022011      0.007365      0.006471      0.007186
   90319    20130430       0.006727      0.004086      0.003917      0.002485
   90319    20130501      -0.005021     -0.010612     -0.013124     -0.009308
   90319    20130502       0.011189      0.009480      0.009199      0.009408
   90319    20130503       0.019419      0.010376      0.010755      0.010535
   90319    20130506       0.018718      0.002555      0.003997      0.001908
   90319    20130507      -0.005014      0.005135      0.004118      0.005230
   90319    20130508       0.019131      0.005021      0.004602      0.004139
   90319    20130509      -0.002461     -0.003687     -0.002673     -0.003687
   90319    20130510       0.010040      0.004662      0.005393      0.004322
   90319    20130513      -0.003067     -0.000627     -0.000792      0.000043
   90319    20130514       0.010906      0.009344      0.006823      0.010142
   90319    20130515       0.032454      0.003943      0.001770      0.005114
   90319    20130516      -0.013124     -0.004595     -0.002447     -0.005010
   90319    20130517       0.005875      0.009394      0.006531      0.010300
   90319    20130520      -0.000715      0.000631      0.004955     -0.000708
   90319    20130521      -0.001717      0.001610      0.001466      0.001722
   90319    20130522      -0.019350     -0.009642     -0.010059     -0.008274
   90319    20130523      -0.007454     -0.002434     -0.000151     -0.002924
   90319    20130524      -0.010727     -0.001020     -0.000350     -0.000551
   90319    20130528       0.009103      0.006286      0.006506      0.006341
   90319    20130529      -0.014706     -0.006967     -0.006971     -0.007048
   90319    20130530       0.002822      0.004201      0.005389      0.003670
   90319    20130531       0.000526     -0.013560     -0.009492     -0.014307
   90319    20130603      -0.004118      0.004650      0.002565      0.005936
   90319    20130604      -0.009831     -0.005563     -0.004488     -0.005511
   90319    20130605       0.000698     -0.013396     -0.010458     -0.013780
   90319    20130606       0.005746      0.008977      0.007730      0.008490
   90319    20130607       0.017452      0.011370      0.005330      0.012832
   90319    20130610       0.011924      0.000190      0.002916     -0.000347
   90319    20130611      -0.011694     -0.010876     -0.009470     -0.010153
   90319    20130612      -0.008900     -0.008124     -0.006721     -0.008370
   90319    20130613       0.005757      0.015043      0.011588      0.014784
   90319    20130614      -0.002235     -0.005371     -0.004604     -0.005885
   90319    20130617       0.012811      0.007177      0.005131      0.007567
   90319    20130618       0.016214      0.007355      0.006078      0.007791
   90319    20130619       0.000067     -0.013406     -0.009639     -0.013851
   90319    20130620      -0.017698     -0.025743     -0.023687     -0.025010
   90319    20130621      -0.004306      0.001442      0.002747      0.002670
   90319    20130624      -0.012646     -0.012324     -0.014795     -0.012145
   90319    20130625      -0.004127      0.010326      0.009985      0.009497
   90319    20130626       0.008601      0.008921      0.005205      0.009590
   90319    20130627       0.003915      0.008115      0.011708      0.006200
   90319    20130628       0.003763     -0.002796      0.001627     -0.004290
   90319    20130701       0.008531      0.006723      0.009141      0.005404
   90319    20130702      -0.006273     -0.001399     -0.002919     -0.000545
   90319    20130703       0.004670      0.000415     -0.000100      0.000824
   90319    20130705       0.007965      0.009014      0.005947      0.010202
   90319    20130708       0.012983      0.005172      0.003698      0.005252
   90319    20130709       0.000166      0.007715      0.005760      0.007230
   90319    20130710       0.000829      0.000643      0.002770      0.000182
   90319    20130711       0.015729      0.014621      0.012997      0.013554
   90319    20130712       0.002999      0.002473      0.001028      0.003087
   90319    20130715       0.001831      0.002323      0.005546      0.001375
   90319    20130716      -0.005496     -0.003775     -0.001546     -0.003709
   90319    20130717      -0.001150      0.002997      0.003696      0.002774
   90319    20130718      -0.008568      0.005450      0.004970      0.005033
   90319    20130719      -0.015463      0.001480      0.000552      0.001610
   90319    20130722       0.015728      0.002796      0.004195      0.002033
   90319    20130723      -0.007577     -0.001168      0.002073     -0.001852
   90319    20130724      -0.000996     -0.004916     -0.005985     -0.003811
   90319    20130725      -0.016835      0.003964      0.005521      0.002556
   90319    20130726      -0.002647      0.000147     -0.001511      0.000828
   90319    20130729      -0.003479     -0.003749     -0.003816     -0.003736
   90319    20130730       0.009804      0.000410      0.000284      0.000374
   90319    20130731      -0.003558      0.000197      0.001750     -0.000136
   90319    20130801       0.018552      0.012243      0.009356      0.012541
   90319    20130802       0.002599      0.001332      0.000912      0.001640
   90319    20130805      -0.001732     -0.000731      0.001899     -0.001480
   90319    20130806      -0.009315     -0.006570     -0.006180     -0.005723
   90319    20130807      -0.006603     -0.004527     -0.005628     -0.003806
   90319    20130808       0.002257      0.005441      0.005406      0.003885
   90319    20130809      -0.002521     -0.001916     -0.000247     -0.003570
   90319    20130812      -0.005503     -0.000139      0.002700     -0.001153
   90319    20130813      -0.004811      0.001499     -0.000915      0.002776
   90319    20130814      -0.012982     -0.004084     -0.001067     -0.005177
   90319    20130815      -0.011669     -0.012961     -0.011149     -0.014282
   90319    20130816      -0.003201     -0.002932     -0.002099     -0.003305
   90319    20130819       0.010202     -0.007095     -0.008153     -0.005900
   90319    20130820      -0.000266      0.005670      0.008067      0.003821
   90319    20130821       0.004518     -0.006157     -0.005252     -0.005780
   90319    20130822       0.005038      0.009118      0.010541      0.008619
   90319    20130823      -0.004006      0.004364      0.003842      0.003947
   90319    20130826      -0.004390     -0.002842     -0.000002     -0.004040
   90319    20130827      -0.018744     -0.016292     -0.016842     -0.015874
   90319    20130828      -0.001882      0.002623      0.002138      0.002748
   90319    20130829       0.008108      0.003211      0.005360      0.001963
   90319    20130830      -0.009972     -0.004823     -0.007727     -0.003174
   90319    20130903       0.015917      0.004520      0.004639      0.004164
   90319    20130904       0.013080      0.007604      0.007115      0.008117
   90319    20130905       0.009093      0.001815      0.003010      0.001210
   90319    20130906       0.000023      0.001051      0.002761      0.000054
   90319    20130909       0.009634      0.010840      0.011386      0.009993
   90319    20130910       0.000694      0.007203      0.005425      0.007346
   90319    20130911       0.008462      0.002748      0.001120      0.003052
   90319    20130912      -0.003488     -0.004001     -0.004229     -0.003380
   90319    20130913      -0.004475      0.002661      0.003440      0.002715
   90319    20130916      -0.001471      0.005149      0.003321      0.005693
   90319    20130917      -0.001859      0.004977      0.005434      0.004218
   90319    20130918       0.019422      0.012557      0.011768      0.012178
   90319    20130919      -0.005458     -0.001141     -0.000431     -0.001843
   90319    20130920       0.005254     -0.007310     -0.004424     -0.007217
   90319    20130923      -0.018392     -0.004154     -0.001939     -0.004720
   90319    20130924       0.000384     -0.001216      0.002218     -0.002597
   90319    20130925      -0.010836     -0.001667      0.000585     -0.002739
   90319    20130926       0.001072      0.003960      0.003876      0.003485
   90319    20130927      -0.002027     -0.003601     -0.002150     -0.004074
   90319    20130930      -0.000548     -0.004859     -0.002007     -0.006029
   90319    20131001       0.012666      0.008708      0.008695      0.007999
   90319    20131002       0.001112     -0.000691     -0.000280     -0.000667
   90319    20131003      -0.013401     -0.008613     -0.006092     -0.008979
   90319    20131004      -0.004269      0.006733      0.005498      0.007053
   90319    20131007      -0.007577     -0.008474     -0.005823     -0.008506
   90319    20131008      -0.013942     -0.013083     -0.012620     -0.012332
   90319    20131009       0.002565     -0.000456     -0.001969      0.000574
   90319    20131010       0.014465      0.020975      0.017009      0.021830
   90319    20131011       0.004319      0.006886      0.007900      0.006286
   90319    20131014       0.004725      0.004080      0.003569      0.004075
   90319    20131015       0.006734     -0.006831     -0.004937     -0.007064
   90319    20131016       0.018162      0.012777      0.009057      0.013828
   90319    20131017      -0.010284      0.007753      0.009615      0.006744
   90319    20131018       0.137955      0.006937      0.006116      0.006549
   90319    20131021      -0.008017      0.000148      0.000383      0.000092
   90319    20131022       0.003688      0.005529      0.004015      0.005738
   90319    20131023       0.024237     -0.005298     -0.004769     -0.004725
   90319    20131024      -0.005679      0.004037      0.004170      0.003258
   90319    20131025      -0.010092      0.003134     -0.000001      0.004395
   90319    20131028      -0.000197      0.000342     -0.001661      0.001330
   90319    20131029       0.020926      0.004431      0.003409      0.005584
   90319    20131030      -0.005616     -0.005648     -0.007185     -0.004876
   90319    20131031       0.000155     -0.003533     -0.004199     -0.003839
   90319    20131101      -0.003435      0.001404     -0.002231      0.002903
   90319    20131104      -0.000909      0.004332      0.007257      0.003571
   90319    20131105      -0.004469     -0.002999     -0.001942     -0.002806
   90319    20131106       0.001204      0.003015     -0.000848      0.004266
   90319    20131107      -0.014471     -0.013879     -0.013029     -0.013183
   90319    20131108       0.008016      0.012328      0.009308      0.013428
   90319    20131111      -0.005354      0.000993      0.002545      0.000723
   90319    20131112       0.001178     -0.002247     -0.002888     -0.002370
   90319    20131113       0.020449      0.008521      0.006926      0.008095
   90319    20131114       0.002673      0.004565      0.002579      0.004837
   90319    20131115      -0.001613      0.004422      0.005526      0.004222
   90319    20131118      -0.001945     -0.004638     -0.004134     -0.003698
   90319    20131119      -0.006152     -0.003366     -0.004351     -0.002043
   90319    20131120      -0.002823     -0.003300     -0.003096     -0.003636
   90319    20131121       0.011503      0.008668      0.009070      0.008129
   90319    20131122      -0.002108      0.004572      0.003700      0.004961
   90319    20131125       0.013606     -0.001431     -0.000255     -0.001263
   90319    20131126       0.011932      0.001067      0.004053      0.000150
   90319    20131127       0.004441      0.002738      0.005455      0.002485
   90319    20131129      -0.003311      0.000170      0.003875     -0.000786
   90319    20131202      -0.004823     -0.003649     -0.007152     -0.002719
   90319    20131203      -0.001157     -0.003714     -0.003833     -0.003193
   90319    20131204       0.004671     -0.000950     -0.000588     -0.001304
   90319    20131205      -0.000794     -0.003511     -0.001612     -0.004340
   90319    20131206       0.011851      0.009669      0.006687      0.011238
   90319    20131209       0.007730      0.001862     -0.000607      0.001817
   90319    20131210       0.006047     -0.002810     -0.002139     -0.003180
   90319    20131211      -0.006795     -0.012061     -0.011254     -0.011317
   90319    20131212      -0.006804     -0.002551     -0.000698     -0.003771
   90319    20131213      -0.008570      0.001279      0.003054     -0.000101
   90319    20131216       0.011491      0.006431      0.006875      0.006320
   90319    20131217      -0.002908     -0.002331     -0.000097     -0.003101
   90319    20131218       0.013918      0.014482      0.008528      0.016648
   90319    20131219       0.001355     -0.001016     -0.001754     -0.000580
   90319    20131220       0.013257      0.006900      0.010080      0.004819
   90319    20131223       0.013156      0.006231      0.008646      0.005318
   90319    20131224      -0.002924      0.003465      0.004324      0.002916
   90319    20131226       0.005055      0.003996      0.002325      0.004745
   90319    20131227       0.000841     -0.000065      0.001436     -0.000337
   90319    20131230      -0.007994      0.000276      0.000551     -0.000179
   90319    20131231       0.010140      0.004258      0.003915      0.003960
   90319    20140102      -0.006772     -0.008755     -0.004051     -0.008862
   90319    20140103      -0.007295      0.000488      0.004096     -0.000333
   90319    20140106       0.011149     -0.003352     -0.001676     -0.002512
   90319    20140107       0.019276      0.006080      0.006892      0.006082
   90319    20140108       0.002083      0.000165      0.000835     -0.000212
   90319    20140109      -0.009630      0.000116      0.000232      0.000348
   90319    20140110      -0.000053      0.003582      0.005960      0.002307
   90319    20140113      -0.006371     -0.011627     -0.007697     -0.012576
   90319    20140114       0.023527      0.010251      0.009522      0.010818
   90319    20140115      -0.000679      0.005064      0.005820      0.005166
   90319    20140116       0.006617     -0.000258      0.002016     -0.001347
   90319    20140117      -0.004921     -0.003458     -0.000673     -0.003895
   90319    20140121       0.011447      0.003354      0.005318      0.002774
   90319    20140122       0.001134      0.001469      0.003711      0.000575
   90319    20140123      -0.004223     -0.008152     -0.006438     -0.008890
   90319    20140124      -0.031265     -0.021111     -0.019296     -0.020875
   90319    20140127      -0.020110     -0.006649     -0.010387     -0.004876
   90319    20140128       0.019778      0.007289      0.008305      0.006141
   90319    20140129      -0.014328     -0.009927     -0.007727     -0.010209
   90319    20140130       0.025724      0.011498      0.009324      0.011267
   90319    20140131       0.040141     -0.005793     -0.005268     -0.006465
   90319    20140203      -0.040255     -0.023172     -0.021283     -0.022832
   90319    20140204       0.004173      0.007607      0.005913      0.007641
   90319    20140205       0.004428     -0.001943     -0.004986     -0.002028
   90319    20140206       0.014661      0.011902      0.008515      0.012440
   90319    20140207       0.015069      0.012605      0.010024      0.013302
   90319    20140210      -0.003830      0.001555      0.003988      0.001569
   90319    20140211       0.014707      0.010599      0.008681      0.011062
   90319    20140212      -0.002932      0.001161      0.001603     -0.000269
   90319    20140213       0.011132      0.006958      0.008401      0.005810
   90319    20140214       0.002417      0.004115      0.003217      0.004809
   90319    20140218       0.006718      0.003185      0.006940      0.001158
   90319    20140219      -0.007053     -0.006844     -0.006556     -0.006524
   90319    20140220       0.001472      0.006445      0.007149      0.006031
   90319    20140221      -0.000266     -0.000816      0.001533     -0.001919
   90319    20140224       0.007244      0.006175      0.005684      0.006187
   90319    20140225       0.006177     -0.001267     -0.001884     -0.001348
   90319    20140226       0.000139      0.001041      0.002945      0.000022
   90319    20140227      -0.000787      0.004883      0.006057      0.004948
   90319    20140228      -0.002920      0.001674     -0.000735      0.002783
   90319    20140303      -0.010661     -0.006622     -0.003855     -0.007379
   90319    20140304       0.010161      0.015425      0.016489      0.015268
   90319    20140305       0.002757      0.000360      0.002150     -0.000053
   90319    20140306       0.001108      0.001717      0.002474      0.001718
   90319    20140307      -0.003952     -0.000802     -0.001643      0.000538
   90319    20140310      -0.002651     -0.001258     -0.001022     -0.000463
   90319    20140311      -0.009558     -0.005525     -0.007303     -0.005082
   90319    20140312       0.006092      0.001296      0.001470      0.000305
   90319    20140313      -0.015108     -0.011128     -0.008840     -0.011701
   90319    20140314      -0.013675     -0.001379      0.001197     -0.002822
   90319    20140317       0.016456      0.008275      0.005371      0.009614
   90319    20140318       0.016073      0.007659      0.008709      0.007220
   90319    20140319      -0.009915     -0.006794     -0.005280     -0.006132
   90319    20140320      -0.001743      0.004690      0.001142      0.006041
   90319    20140321      -0.011795     -0.002865     -0.000898     -0.002933
   90319    20140324      -0.021225     -0.006073     -0.008920     -0.004865
   90319    20140325       0.000682      0.003435      0.001238      0.004404
   90319    20140326      -0.023086     -0.008163     -0.011849     -0.007000
   90319    20140327      -0.015628     -0.001070     -0.001497     -0.001900
   90319    20140328       0.005268      0.004471      0.002658      0.004640
   90319    20140331      -0.005035      0.009180      0.010512      0.007924
   90319    20140401       0.018286      0.008255      0.008989      0.007039
   90319    20140402       0.000185      0.002826      0.003632      0.002853
   90319    20140403       0.005399     -0.003097     -0.006998     -0.001126
   90319    20140404      -0.045932     -0.012577     -0.012466     -0.012537
   90319    20140407      -0.008473     -0.011635     -0.011536     -0.010750
   90319    20140408       0.031223      0.005383      0.006044      0.003751
   90319    20140409       0.017094      0.011296      0.010445      0.010918
   90319    20140410      -0.035888     -0.020772     -0.017922     -0.020885
   90319    20140411      -0.016335     -0.009776     -0.009547     -0.009487
   90319    20140414       0.013835      0.006507      0.000249      0.008217
   90319    20140415       0.006420      0.005175     -0.001758      0.006757
   90319    20140416       0.027702      0.010633      0.009288      0.010488
   90319    20140417      -0.036460      0.002272      0.004201      0.001364
   90319    20140421      -0.007307      0.003488      0.004051      0.003775
   90319    20140422       0.011365      0.005565      0.008348      0.004092
   90319    20140423      -0.014647     -0.002778     -0.003873     -0.002213
   90319    20140424      -0.005712      0.000720     -0.001431      0.001717
   90319    20140425      -0.021219     -0.009465     -0.012122     -0.008096
   90319    20140428      -0.000229      0.001083     -0.004227      0.003236
   90319    20140429       0.025527      0.005628      0.002765      0.004761
   90319    20140430      -0.002704      0.003403      0.002607      0.002992
   90319    20140501       0.006824      0.000756      0.000715     -0.000143
   90319    20140502      -0.008653     -0.000262      0.000884     -0.001348
   90319    20140505       0.002735      0.001305     -0.000247      0.001871
   90319    20140506      -0.023836     -0.008722     -0.009108     -0.008988
   90319    20140507      -0.008745      0.004396     -0.002716      0.005616
   90319    20140508       0.004189     -0.002680     -0.007151     -0.001374
   90319    20140509       0.012400      0.001576      0.003307      0.001519
   90319    20140512       0.022426      0.011163      0.014883      0.009673
   90319    20140513       0.005776     -0.000664     -0.003102      0.000422
   90319    20140514      -0.013166     -0.004720     -0.006852     -0.004701
   90319    20140515      -0.009899     -0.008355     -0.006830     -0.009362
   90319    20140516      -0.001550      0.003408      0.003325      0.003747
   90319    20140519       0.019932      0.004289      0.005823      0.003845
   90319    20140520       0.002895     -0.006935     -0.007937     -0.006498
   90319    20140521       0.017228      0.007409      0.004290      0.008116
   90319    20140522       0.010460      0.003479      0.005598      0.002362
   90319    20140523       0.015033      0.004763      0.006622      0.004248
   90319    20140527       0.019635      0.005886      0.007250      0.005988
   90319    20140528      -0.007689     -0.001313     -0.000426     -0.001114
   90319    20140529       0.000193      0.004895      0.003798      0.005367
   90319    20140530       0.001910      0.000648     -0.002478      0.001844
   90319    20140602      -0.012788      0.000707     -0.002722      0.000728
   90319    20140603      -0.017419     -0.000378     -0.002286     -0.000379
   90319    20140604      -0.001353      0.002548      0.002550      0.001892
   90319    20140605       0.020171      0.007264      0.011053      0.006525
   90319    20140606       0.001947      0.005108      0.007430      0.004628
   90319    20140609       0.008303      0.001869      0.005748      0.000939
   90319    20140610      -0.004258     -0.000364      0.000606     -0.000246
   90319    20140611      -0.001408     -0.003070     -0.001367     -0.003537
   90319    20140612      -0.014097     -0.005682     -0.002297     -0.007089
   90319    20140613       0.001519      0.003062      0.001781      0.003135
   90319    20140616      -0.014366      0.001410      0.002006      0.000837
   90319    20140617      -0.003051      0.002943      0.004991      0.002173
   90319    20140618       0.018243      0.006972      0.005413      0.007719
   90319    20140619       0.007723      0.001685      0.002033      0.001277
   90319    20140620       0.002708      0.002066      0.001486      0.001730
   90319    20140623       0.013715      0.000131     -0.000423     -0.000132
   90319    20140624      -0.003047     -0.006977     -0.006623     -0.006435
   90319    20140625       0.023387      0.005116      0.004372      0.004897
   90319    20140626      -0.001980     -0.000553      0.000406     -0.001179
   90319    20140627       0.001573      0.002880      0.005283      0.001911
   90319    20140630      -0.001742      0.001031      0.002778     -0.000372
   90319    20140701       0.011665      0.006791      0.007202      0.006678
   90319    20140702      -0.001200     -0.000308     -0.000838      0.000659
   90319    20140703       0.003893      0.004960      0.003767      0.005480
   90319    20140707      -0.003912     -0.006099     -0.009967     -0.003924
   90319    20140708      -0.020922     -0.007339     -0.009708     -0.007049
   90319    20140709       0.008575      0.004472      0.002268      0.004644
   90319    20140710      -0.005691     -0.004848     -0.006661     -0.004131
   90319    20140711       0.011396      0.000774      0.000505      0.001471
   90319    20140714       0.012972      0.004556      0.003811      0.004844
   90319    20140715      -0.002019     -0.003290     -0.006740     -0.001932
   90319    20140716      -0.004114      0.003758      0.000775      0.004201
   90319    20140717      -0.016593     -0.010957     -0.010541     -0.011834
   90319    20140718       0.041820      0.010248      0.009656      0.010265
   90319    20140721      -0.011023     -0.002167     -0.001821     -0.002320
   90319    20140722       0.008572      0.005099      0.005685      0.005016
   90319    20140723       0.002684      0.001853      0.001143      0.001754
   90319    20140724      -0.003602      0.000243     -0.000737      0.000488
   90319    20140725      -0.008176     -0.005026     -0.004408     -0.004849
   90319    20140728       0.001572     -0.000499     -0.002544      0.000288
   90319    20140729      -0.008464     -0.003660     -0.000656     -0.004528
   90319    20140730       0.002509      0.000527      0.001238      0.000061
   90319    20140731      -0.026686     -0.019351     -0.016042     -0.019999
   90319    20140801      -0.010267     -0.003453     -0.004325     -0.002859
   90319    20140804       0.015115      0.007131      0.004569      0.007189
   90319    20140805      -0.015680     -0.008871     -0.004639     -0.009685
   90319    20140806       0.002355      0.000306      0.002049      0.000016
   90319    20140807      -0.004665     -0.004897     -0.003772     -0.005557
   90319    20140808       0.010720      0.010292      0.007341      0.011531
   90319    20140811      -0.001194      0.004763      0.007579      0.002759
   90319    20140812      -0.008887     -0.002197     -0.003681     -0.001637
   90319    20140813       0.021744      0.006619      0.005093      0.006707
   90319    20140814       0.000154      0.004201      0.002515      0.004346
   90319    20140815      -0.001608      0.000297     -0.000418     -0.000061
   90319    20140818       0.015401      0.008512      0.008572      0.008532
   90319    20140819       0.007440      0.004709      0.003095      0.005001
   90319    20140820      -0.002847      0.001975     -0.001684      0.002478
   90319    20140821      -0.005022      0.002466      0.001526      0.002950
   90319    20140822       0.000203     -0.001440      0.000202     -0.001993
   90319    20140825      -0.003325      0.004547      0.002831      0.004788
   90319    20140826      -0.004149      0.002174      0.004296      0.001051
   90319    20140827      -0.008706      0.000631      0.000708      0.000050
   90319    20140828      -0.004597     -0.001825     -0.002425     -0.001690
   90319    20140829       0.003515      0.003795      0.005008      0.003320
   90319    20140902       0.010767      0.000040      0.001711     -0.000544
   90319    20140903       0.001512     -0.000580     -0.001910     -0.000779
   90319    20140904       0.006141     -0.002384     -0.003331     -0.001534
   90319    20140905       0.007823      0.004374      0.002325      0.005036
   90319    20140908       0.006440     -0.002768      0.000711     -0.003073
   90319    20140909      -0.016056     -0.006314     -0.007138     -0.006545
   90319    20140910       0.002449      0.003336      0.002361      0.003646
   90319    20140911      -0.003893      0.001294      0.001528      0.000882
   90319    20140912      -0.010506     -0.006578     -0.005937     -0.005963
   90319    20140915      -0.005574     -0.002882     -0.008128     -0.000710
   90319    20140916       0.012276      0.007024      0.002691      0.007484
   90319    20140917       0.007660      0.000799      0.000746      0.001296
   90319    20140918       0.006708      0.004524      0.001232      0.004891
   90319    20140919       0.013612     -0.002358     -0.005404     -0.000477
   90319    20140922      -0.013429     -0.010078     -0.012408     -0.008013
